Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
1.33000,6.03,9.52,-4.25,12
1.33000,6.19,9.82,-4.21,12.3
1.33000,6.31,10.2,-4.16,12.7
1.33000,6.39,10.5,-4.1,13
1.33000,6.42,10.9,-4.02,13.3
1.34000,6.4,11.3,-3.93,13.6
1.34000,6.32,11.7,-3.82,13.8
1.34000,6.19,12.1,-3.71,14.1
1.34000,6.01,12.6,-3.6,14.4
1.34000,5.8,13,-3.49,14.6
1.35000,5.54,13.4,-3.39,14.9
1.35000,5.26,13.9,-3.31,15.2
1.35000,4.97,14.3,-3.24,15.5
1.35000,4.65,14.7,-3.19,15.8
1.36000,4.33,15.1,-3.16,16
1.36000,4,15.5,-3.15,16.3
1.36000,3.68,15.9,-3.17,16.6
1.36000,3.36,16.2,-3.21,16.8
1.36000,3.06,16.5,-3.29,17.1
1.37000,2.77,16.8,-3.4,17.3
1.37000,2.5,17,-3.55,17.5
1.37000,2.25,17.1,-3.75,17.7
1.37000,2.01,17.2,-3.99,17.8
1.37000,1.78,17.3,-4.29,17.9
1.38000,1.57,17.2,-4.65,17.9
1.38000,1.36,17.1,-5.04,17.9
1.38000,1.16,16.9,-5.48,17.8
1.38000,0.992,16.7,-5.96,17.7
1.38000,0.834,16.4,-6.46,17.6
1.39000,0.682,16.1,-7,17.5
1.39000,0.541,15.7,-7.54,17.4
1.39000,0.409,15.3,-8.09,17.3
1.39000,0.279,14.9,-8.64,17.2
1.40000,0.153,14.5,-9.17,17.1
1.40000,0.0374,14.1,-9.68,17.1
1.40000,-0.0713,13.7,-10.2,17
1.40000,-0.178,13.3,-10.6,17
1.40000,-0.286,13,-11,17
1.41000,-0.391,12.7,-11.4,17.1
1.41000,-0.504,12.4,-11.7,17.1
1.41000,-0.621,12.2,-11.9,17.1
1.41000,-0.752,12,-12.2,17.1
1.41000,-0.897,11.8,-12.3,17.1
1.42000,-1.06,11.7,-12.5,17.1
1.42000,-1.24,11.5,-12.5,17.1
1.42000,-1.43,11.4,-12.6,17.1
1.42000,-1.64,11.3,-12.6,17.1
1.43000,-1.86,11.3,-12.6,17
1.43000,-2.09,11.2,-12.6,17
1.43000,-2.32,11.1,-12.6,17
1.43000,-2.55,11.1,-12.6,16.9
1.43000,-2.78,11,-12.5,16.9
1.44000,-3,10.9,-12.4,16.8
1.44000,-3.21,10.9,-12.4,16.8
1.44000,-3.4,10.8,-12.3,16.7
1.44000,-3.57,10.7,-12.2,16.6
1.44000,-3.71,10.6,-12.1,16.5
1.45000,-3.83,10.5,-12,16.4
1.45000,-3.92,10.4,-12,16.3
1.45000,-3.99,10.2,-11.9,16.2
1.45000,-4.03,9.99,-11.8,16
1.45000,-4.05,9.75,-11.7,15.8
1.46000,-4.05,9.49,-11.6,15.5
1.46000,-4.03,9.18,-11.5,15.3
1.46000,-4,8.85,-11.4,15
1.46000,-3.94,8.47,-11.4,14.7
1.47000,-3.87,8.07,-11.3,14.4
1.47000,-3.79,7.64,-11.2,14
1.47000,-3.7,7.18,-11.1,13.7
1.47000,-3.59,6.71,-11,13.3
1.47000,-3.48,6.22,-10.9,13
1.48000,-3.37,5.72,-10.7,12.6
1.48000,-3.24,5.21,-10.6,12.3
1.48000,-3.12,4.7,-10.5,11.9
1.48000,-3,4.2,-10.4,11.6
1.48000,-2.87,3.73,-10.3,11.3
1.49000,-2.74,3.29,-10.2,11
1.49000,-2.61,2.89,-10,10.8
1.49000,-2.48,2.51,-9.93,10.5
1.49000,-2.36,2.14,-9.82,10.3
1.50000,-2.23,1.76,-9.72,10.1
1.50000,-2.12,1.38,-9.62,9.95
1.50000,-2.01,0.989,-9.54,9.8
1.50000,-1.91,0.598,-9.47,9.68
1.50000,-1.83,0.214,-9.42,9.6
1.51000,-1.77,-0.158,-9.38,9.54
1.51000,-1.72,-0.516,-9.36,9.53
1.51000,-1.7,-0.856,-9.35,9.54
1.51000,-1.7,-1.17,-9.36,9.59
1.51000,-1.72,-1.47,-9.4,9.66
1.52000,-1.77,-1.73,-9.44,9.76
1.52000,-1.83,-1.97,-9.51,9.88
1.52000,-1.92,-2.17,-9.58,10
1.52000,-2.03,-2.33,-9.68,10.2
1.52000,-2.17,-2.46,-9.78,10.3
1.53000,-2.33,-2.57,-9.89,10.5
1.53000,-2.5,-2.64,-10,10.6
1.53000,-2.7,-2.69,-10.1,10.8
1.53000,-2.91,-2.72,-10.3,11
1.54000,-3.13,-2.75,-10.4,11.2
1.54000,-3.37,-2.78,-10.5,11.4
1.54000,-3.63,-2.81,-10.7,11.6
1.54000,-3.89,-2.84,-10.8,11.8
1.54000,-4.16,-2.88,-11,12.1
1.55000,-4.43,-2.93,-11.1,12.3
1.55000,-4.71,-3,-11.2,12.6
1.55000,-4.99,-3.12,-11.4,12.8
1.55000,-5.27,-3.31,-11.6,13.1
1.55000,-5.55,-3.5,-11.7,13.4
1.56000,-5.84,-3.64,-11.9,13.7
1.56000,-6.13,-3.73,-12,14
1.56000,-6.43,-3.78,-12.2,14.3
1.56000,-6.73,-3.78,-12.3,14.5
1.57000,-7.05,-3.75,-12.4,14.8
1.57000,-7.37,-3.72,-12.5,15
1.57000,-7.71,-3.73,-12.6,15.3
1.57000,-8.06,-3.8,-12.7,15.5
1.57000,-8.42,-3.9,-12.7,15.8
1.58000,-8.79,-4.02,-12.8,16
1.58000,-9.16,-4.13,-12.8,16.2
1.58000,-9.53,-4.22,-12.7,16.5
1.58000,-9.89,-4.27,-12.7,16.6
1.58000,-10.2,-4.28,-12.6,16.8
1.59000,-10.6,-4.25,-12.4,16.9
1.59000,-10.9,-4.2,-12.3,16.9
1.59000,-11.2,-4.13,-12.1,17
1.59000,-11.5,-4.05,-11.9,17
1.59000,-11.8,-3.96,-11.7,17
1.60000,-12,-3.85,-11.5,17
1.60000,-12.2,-3.74,-11.2,17
1.60000,-12.3,-3.62,-11,16.9
1.60000,-12.5,-3.49,-10.8,16.8
1.61000,-12.6,-3.36,-10.5,16.7
1.61000,-12.6,-3.23,-10.3,16.6
1.61000,-12.7,-3.11,-10.1,16.5
1.61000,-12.6,-2.99,-9.82,16.3
1.61000,-12.6,-2.9,-9.58,16.1
1.62000,-12.5,-2.82,-9.34,15.9
1.62000,-12.4,-2.77,-9.09,15.6
1.62000,-12.2,-2.74,-8.85,15.3
1.62000,-12,-2.76,-8.6,15.1
1.62000,-11.8,-2.81,-8.36,14.8
1.63000,-11.6,-2.89,-8.13,14.4
1.63000,-11.3,-3,-7.9,14.1
1.63000,-11,-3.13,-7.67,13.8
1.63000,-10.7,-3.26,-7.46,13.4
1.64000,-10.3,-3.4,-7.25,13.1
1.64000,-9.94,-3.53,-7.05,12.7
1.64000,-9.54,-3.65,-6.86,12.3
1.64000,-9.11,-3.74,-6.69,11.9
1.64000,-8.67,-3.81,-6.55,11.5
1.65000,-8.23,-3.86,-6.42,11.1
1.65000,-7.77,-3.88,-6.32,10.7
1.65000,-7.31,-3.89,-6.25,10.4
1.65000,-6.83,-3.86,-6.2,10
1.65000,-6.35,-3.81,-6.18,9.65
1.66000,-5.87,-3.72,-6.19,9.31
1.66000,-5.39,-3.61,-6.21,8.98
1.66000,-4.91,-3.47,-6.26,8.68
1.66000,-4.43,-3.3,-6.33,8.4
1.67000,-3.95,-3.14,-6.43,8.17
1.67000,-3.48,-2.96,-6.54,7.98
1.67000,-3.02,-2.8,-6.66,7.83
1.67000,-2.56,-2.65,-6.81,7.74
1.67000,-2.11,-2.52,-6.96,7.7
1.68000,-1.66,-2.4,-7.13,7.7
1.68000,-1.22,-2.3,-7.3,7.75
1.68000,-0.781,-2.22,-7.47,7.83
1.68000,-0.35,-2.15,-7.64,7.94
1.68000,0.0741,-2.11,-7.81,8.09
1.69000,0.492,-2.08,-7.98,8.26
1.69000,0.907,-2.07,-8.14,8.44
1.69000,1.31,-2.07,-8.29,8.65
1.69000,1.72,-2.09,-8.44,8.86
1.69000,2.12,-2.13,-8.58,9.09
1.70000,2.51,-2.18,-8.71,9.32
1.70000,2.9,-2.24,-8.82,9.56
1.70000,3.29,-2.32,-8.93,9.8
1.70000,3.66,-2.4,-9.03,10
1.71000,4.04,-2.49,-9.12,10.3
1.71000,4.4,-2.58,-9.2,10.5
1.71000,4.76,-2.67,-9.28,10.8
1.71000,5.12,-2.76,-9.35,11
1.71000,5.46,-2.84,-9.4,11.2
1.72000,5.8,-2.93,-9.46,11.5
1.72000,6.13,-3.01,-9.51,11.7
1.72000,6.45,-3.09,-9.55,11.9
1.72000,6.77,-3.17,-9.6,12.2
1.72000,7.07,-3.25,-9.64,12.4
1.73000,7.37,-3.32,-9.69,12.6
1.73000,7.66,-3.38,-9.73,12.8
1.73000,7.95,-3.44,-9.79,13.1
1.73000,8.22,-3.48,-9.85,13.3
1.74000,8.48,-3.51,-9.91,13.5
1.74000,8.74,-3.53,-9.98,13.7
1.74000,8.98,-3.53,-10.1,13.9
1.74000,9.22,-3.52,-10.1,14.1
1.74000,9.44,-3.49,-10.2,14.3
1.75000,9.65,-3.45,-10.3,14.5
1.75000,9.86,-3.4,-10.4,14.7
1.75000,10,-3.33,-10.5,14.9
1.75000,10.2,-3.24,-10.6,15
1.75000,10.4,-3.16,-10.6,15.2
1.76000,10.5,-3.06,-10.7,15.3
1.76000,10.7,-2.98,-10.7,15.4
1.76000,10.8,-2.9,-10.8,15.5
1.76000,10.9,-2.84,-10.8,15.6
1.76000,11,-2.8,-10.8,15.7
1.77000,11.1,-2.78,-10.8,15.7
1.77000,11.1,-2.77,-10.8,15.7
1.77000,11.1,-2.77,-10.7,15.7
1.77000,11.2,-2.78,-10.7,15.7
1.78000,11.2,-2.8,-10.7,15.7
1.78000,11.2,-2.81,-10.6,15.7
1.78000,11.2,-2.82,-10.6,15.7
1.78000,11.2,-2.81,-10.6,15.7
1.78000,11.2,-2.79,-10.5,15.7
1.79000,11.3,-2.75,-10.5,15.7
1.79000,11.3,-2.7,-10.5,15.6
1.79000,11.3,-2.63,-10.5,15.6
1.79000,11.4,-2.56,-10.4,15.6
1.79000,11.4,-2.49,-10.4,15.7
1.80000,11.5,-2.41,-10.4,15.7
1.80000,11.6,-2.32,-10.4,15.7
1.80000,11.7,-2.23,-10.3,15.7
1.80000,11.8,-2.14,-10.3,15.8
1.81000,11.9,-2.05,-10.2,15.8
1.81000,12,-1.96,-10.2,15.9
1.81000,12.1,-1.88,-10.2,15.9
1.81000,12.3,-1.81,-10.1,16
1.81000,12.4,-1.75,-10.1,16.1
1.82000,12.6,-1.69,-10.1,16.2
1.82000,12.7,-1.63,-10,16.3
1.82000,12.9,-1.58,-10,16.4
1.82000,13.1,-1.54,-9.99,16.5
1.82000,13.2,-1.5,-9.97,16.6
1.83000,13.4,-1.46,-9.96,16.8
1.83000,13.6,-1.44,-9.94,16.9
1.83000,13.8,-1.44,-9.93,17
1.83000,13.9,-1.45,-9.92,17.2
1.83000,14.1,-1.47,-9.92,17.3
1.84000,14.3,-1.5,-9.92,17.4
1.84000,14.4,-1.54,-9.92,17.6
1.84000,14.6,-1.58,-9.94,17.7
1.84000,14.8,-1.61,-9.95,17.9
1.85000,14.9,-1.64,-9.96,18
1.85000,15.1,-1.66,-9.97,18.1
1.85000,15.2,-1.67,-9.98,18.3
1.85000,15.3,-1.66,-9.98,18.4
1.85000,15.5,-1.65,-9.98,18.5
1.86000,15.6,-1.62,-9.97,18.6
1.86000,15.7,-1.59,-9.94,18.6
1.86000,15.8,-1.55,-9.91,18.7
1.86000,15.9,-1.51,-9.87,18.8
1.86000,16,-1.46,-9.82,18.8
1.87000,16.1,-1.41,-9.75,18.8
1.87000,16.1,-1.34,-9.68,18.9
1.87000,16.2,-1.27,-9.59,18.9
1.87000,16.2,-1.17,-9.48,18.8
1.88000,16.3,-1.05,-9.36,18.8
1.88000,16.3,-0.912,-9.22,18.8
1.88000,16.3,-0.759,-9.06,18.7
1.88000,16.3,-0.593,-8.88,18.6
1.88000,16.3,-0.415,-8.68,18.5
1.89000,16.2,-0.223,-8.46,18.3
1.89000,16.1,-0.0104,-8.22,18.1
1.89000,16,0.213,-7.96,17.9
1.89000,15.8,0.447,-7.68,17.6
1.89000,15.6,0.682,-7.37,17.3
1.90000,15.4,0.923,-7.04,17
1.90000,15.1,1.17,-6.7,16.6
1.90000,14.8,1.41,-6.33,16.2
1.90000,14.4,1.68,-5.96,15.7
1.90000,14,1.99,-5.59,15.2
1.91000,13.6,2.32,-5.21,14.7
1.91000,13.1,2.67,-4.85,14.2
1.91000,12.6,3.07,-4.49,13.7
1.91000,12.1,3.5,-4.15,13.3
1.92000,11.6,3.95,-3.84,12.8
1.92000,11,4.4,-3.55,12.4
1.92000,10.5,4.87,-3.29,12
1.92000,9.9,5.34,-3.07,11.7
1.92000,9.32,5.81,-2.88,11.4
1.93000,8.75,6.26,-2.73,11.1
1.93000,8.17,6.71,-2.61,10.9
1.93000,7.59,7.17,-2.53,10.7
1.93000,7.01,7.64,-2.47,10.7
1.93000,6.43,8.11,-2.44,10.6
1.94000,5.86,8.53,-2.43,10.6
1.94000,5.3,8.9,-2.46,10.6
1.94000,4.77,9.21,-2.51,10.7
1.94000,4.27,9.47,-2.6,10.7
1.95000,3.82,9.71,-2.7,10.8
1.95000,3.41,9.92,-2.82,10.9
1.95000,3.06,10.1,-2.94,11
1.95000,2.75,10.3,-3.08,11.1
1.95000,2.51,10.4,-3.21,11.2
1.96000,2.31,10.5,-3.34,11.3
1.96000,2.17,10.6,-3.46,11.4
1.96000,2.08,10.7,-3.57,11.5
1.96000,2.03,10.8,-3.68,11.5
1.96000,2.03,10.8,-3.78,11.6
1.97000,2.06,10.8,-3.87,11.7
1.97000,2.13,10.8,-3.96,11.7
1.97000,2.24,10.8,-4.05,11.7
1.97000,2.37,10.7,-4.14,11.8
1.97000,2.53,10.7,-4.22,11.8
1.98000,2.71,10.6,-4.29,11.8
1.98000,2.91,10.5,-4.35,11.8
1.98000,3.14,10.5,-4.4,11.8
1.98000,3.38,10.4,-4.45,11.8
1.99000,3.62,10.3,-4.5,11.8
1.99000,3.88,10.2,-4.54,11.8
1.99000,4.14,10,-4.59,11.8
1.99000,4.4,9.89,-4.64,11.8
1.99000,4.66,9.75,-4.7,11.8
2.00000,4.9,9.6,-4.76,11.8
2.00000,5.12,9.44,-4.81,11.8
2.00000,5.33,9.29,-4.86,11.8
2.00000,5.5,9.15,-4.9,11.7
2.00000,5.65,9.01,-4.92,11.7
2.01000,5.76,8.89,-4.95,11.7
2.01000,5.83,8.77,-4.97,11.6
2.01000,5.87,8.65,-5,11.6
2.01000,5.87,8.53,-5.05,11.5
2.02000,5.84,8.42,-5.11,11.4
2.02000,5.77,8.3,-5.19,11.4
2.02000,5.68,8.18,-5.29,11.3
2.02000,5.54,8.08,-5.4,11.2
2.02000,5.37,7.99,-5.53,11.1
2.03000,5.17,7.91,-5.66,11
2.03000,4.94,7.86,-5.78,10.9
2.03000,4.68,7.83,-5.91,10.9
2.03000,4.38,7.82,-6.03,10.8
2.03000,4.06,7.85,-6.16,10.8
2.04000,3.71,7.92,-6.27,10.8
2.04000,3.35,8.03,-6.36,10.8
2.04000,2.97,8.18,-6.45,10.8
2.04000,2.57,8.35,-6.52,10.9
2.04000,2.17,8.55,-6.59,11
2.05000,1.76,8.77,-6.65,11.1
2.05000,1.33,9,-6.71,11.3
2.05000,0.905,9.24,-6.77,11.5
2.05000,0.478,9.49,-6.82,11.7
2.06000,0.0509,9.74,-6.88,11.9
2.06000,-0.374,9.98,-6.93,12.2
2.06000,-0.791,10.2,-6.98,12.4
2.06000,-1.2,10.4,-7.04,12.6
2.06000,-1.59,10.6,-7.1,12.9
2.07000,-1.96,10.8,-7.18,13.1
2.07000,-2.31,11,-7.26,13.4
2.07000,-2.63,11.2,-7.36,13.7
2.07000,-2.93,11.4,-7.47,13.9
2.07000,-3.2,11.5,-7.59,14.2
2.08000,-3.44,11.7,-7.72,14.4
2.08000,-3.66,11.8,-7.86,14.6
2.08000,-3.85,11.8,-8.02,14.8
2.08000,-4.01,11.9,-8.18,15
2.09000,-4.14,12,-8.35,15.2
2.09000,-4.23,12,-8.54,15.3
2.09000,-4.31,12,-8.73,15.5
2.09000,-4.35,12,-8.93,15.6
2.09000,-4.37,12,-9.15,15.7
2.10000,-4.37,11.9,-9.36,15.8
2.10000,-4.34,11.8,-9.57,15.8
2.10000,-4.29,11.7,-9.79,15.9
2.10000,-4.23,11.6,-10,15.9
2.10000,-4.16,11.4,-10.2,15.9
2.11000,-4.07,11.2,-10.4,15.9
2.11000,-3.98,11,-10.6,15.8
2.11000,-3.88,10.8,-10.8,15.8
2.11000,-3.78,10.6,-11,15.7
2.11000,-3.68,10.3,-11.1,15.6
2.12000,-3.58,10,-11.2,15.5
2.12000,-3.5,9.75,-11.4,15.4
2.12000,-3.42,9.46,-11.5,15.3
2.12000,-3.35,9.17,-11.6,15.1
2.13000,-3.29,8.89,-11.6,15
2.13000,-3.24,8.6,-11.7,14.9
2.13000,-3.21,8.32,-11.7,14.7
2.13000,-3.19,8.04,-11.7,14.6
2.13000,-3.18,7.77,-11.7,14.4
2.14000,-3.19,7.51,-11.7,14.3
2.14000,-3.21,7.27,-11.7,14.1
2.14000,-3.24,7.03,-11.6,14
2.14000,-3.29,6.81,-11.6,13.8
2.14000,-3.35,6.6,-11.5,13.7
2.15000,-3.41,6.41,-11.5,13.6
2.15000,-3.48,6.22,-11.4,13.4
2.15000,-3.56,6.05,-11.3,13.3
2.15000,-3.63,5.89,-11.3,13.2
2.16000,-3.71,5.73,-11.2,13.1
2.16000,-3.79,5.59,-11.1,13
2.16000,-3.87,5.45,-11,12.9
2.16000,-3.94,5.32,-10.9,12.8
2.16000,-4.01,5.19,-10.9,12.7
2.17000,-4.08,5.06,-10.8,12.6
2.17000,-4.14,4.94,-10.7,12.5
2.17000,-4.19,4.82,-10.7,12.4
2.17000,-4.24,4.69,-10.6,12.3
2.17000,-4.28,4.56,-10.5,12.3
2.18000,-4.32,4.41,-10.5,12.2
2.18000,-4.35,4.26,-10.4,12.1
2.18000,-4.37,4.09,-10.4,12
2.18000,-4.39,3.91,-10.3,11.9
2.19000,-4.4,3.73,-10.3,11.8
2.19000,-4.41,3.55,-10.3,11.7
2.19000,-4.41,3.35,-10.2,11.6
2.19000,-4.42,3.14,-10.2,11.6
2.19000,-4.42,2.92,-10.2,11.5
2.20000,-4.43,2.68,-10.2,11.4
2.20000,-4.45,2.44,-10.2,11.4
2.20000,-4.46,2.19,-10.2,11.3
2.20000,-4.49,1.95,-10.2,11.3
2.20000,-4.52,1.7,-10.2,11.3
2.21000,-4.56,1.44,-10.2,11.3
2.21000,-4.61,1.16,-10.3,11.3
2.21000,-4.68,0.835,-10.3,11.4
2.21000,-4.76,0.52,-10.4,11.4
2.21000,-4.85,0.217,-10.4,11.5
2.22000,-4.95,-0.0617,-10.4,11.6
2.22000,-5.05,-0.31,-10.5,11.6
2.22000,-5.17,-0.52,-10.5,11.7
2.22000,-5.29,-0.687,-10.5,11.8
2.23000,-5.41,-0.818,-10.5,11.9
2.23000,-5.54,-0.946,-10.5,11.9
2.23000,-5.68,-1.07,-10.5,12
2.23000,-5.82,-1.21,-10.5,12.1
2.23000,-5.98,-1.34,-10.5,12.2
2.24000,-6.14,-1.47,-10.5,12.2
2.24000,-6.31,-1.59,-10.5,12.3
2.24000,-6.48,-1.7,-10.4,12.4
2.24000,-6.66,-1.8,-10.4,12.5
2.24000,-6.85,-1.88,-10.4,12.6
2.25000,-7.03,-1.94,-10.4,12.7
2.25000,-7.22,-2,-10.3,12.8
2.25000,-7.41,-2.03,-10.3,12.9
2.25000,-7.61,-2.05,-10.3,13
2.26000,-7.8,-2.07,-10.3,13.1
2.26000,-8,-2.08,-10.3,13.2
2.26000,-8.2,-2.08,-10.2,13.3
2.26000,-8.4,-2.09,-10.2,13.4
2.26000,-8.59,-2.1,-10.2,13.5
2.27000,-8.78,-2.12,-10.1,13.6
2.27000,-8.97,-2.14,-10.1,13.7
2.27000,-9.15,-2.16,-10,13.7
2.27000,-9.32,-2.19,-9.93,13.8
2.27000,-9.48,-2.21,-9.84,13.8
2.28000,-9.63,-2.21,-9.74,13.9
2.28000,-9.77,-2.21,-9.62,13.9
2.28000,-9.9,-2.2,-9.5,13.9
2.28000,-10,-2.2,-9.37,13.9
2.28000,-10.1,-2.2,-9.23,13.9
2.29000,-10.2,-2.22,-9.09,13.9
2.29000,-10.3,-2.26,-8.95,13.9
2.29000,-10.4,-2.31,-8.8,13.8
2.29000,-10.5,-2.38,-8.66,13.8
2.30000,-10.6,-2.46,-8.52,13.8
2.30000,-10.6,-2.55,-8.38,13.8
2.30000,-10.7,-2.65,-8.24,13.7
2.30000,-10.7,-2.77,-8.1,13.7
2.30000,-10.8,-2.89,-7.96,13.7
2.31000,-10.8,-3.02,-7.83,13.7
2.31000,-10.8,-3.15,-7.7,13.7
2.31000,-10.9,-3.3,-7.58,13.7
2.31000,-10.9,-3.44,-7.47,13.7
2.31000,-10.9,-3.59,-7.36,13.6
2.32000,-10.9,-3.74,-7.26,13.6
2.32000,-10.9,-3.88,-7.17,13.6
2.32000,-10.9,-4.01,-7.08,13.6
2.32000,-10.9,-4.13,-7,13.6
2.33000,-10.9,-4.23,-6.92,13.6
2.33000,-10.9,-4.31,-6.84,13.6
2.33000,-10.9,-4.36,-6.76,13.5
2.33000,-10.8,-4.4,-6.67,13.5
2.33000,-10.8,-4.42,-6.57,13.4
2.34000,-10.7,-4.42,-6.47,13.3
2.34000,-10.6,-4.41,-6.36,13.2
2.34000,-10.5,-4.39,-6.24,13
2.34000,-10.4,-4.37,-6.13,12.9
2.34000,-10.3,-4.35,-6.02,12.7
2.35000,-10.1,-4.32,-5.92,12.5
2.35000,-9.92,-4.31,-5.83,12.3
2.35000,-9.7,-4.3,-5.75,12.1
2.35000,-9.46,-4.3,-5.67,11.8
2.35000,-9.18,-4.31,-5.61,11.6
2.36000,-8.87,-4.32,-5.55,11.3
2.36000,-8.53,-4.32,-5.5,11
2.36000,-8.17,-4.3,-5.45,10.7
2.36000,-7.79,-4.24,-5.41,10.4
2.37000,-7.38,-4.14,-5.38,10
2.37000,-6.95,-4.01,-5.36,9.65
2.37000,-6.48,-3.87,-5.35,9.25
2.37000,-6,-3.71,-5.35,8.85
2.37000,-5.49,-3.52,-5.37,8.45
2.38000,-4.97,-3.31,-5.39,8.05
2.38000,-4.43,-3.07,-5.43,7.66
2.38000,-3.88,-2.81,-5.49,7.28
2.38000,-3.31,-2.52,-5.55,6.94
2.38000,-2.74,-2.23,-5.63,6.64
2.39000,-2.15,-1.93,-5.72,6.4
2.39000,-1.56,-1.63,-5.82,6.24
2.39000,-0.96,-1.35,-5.93,6.16
2.39000,-0.355,-1.09,-6.06,6.16
2.40000,0.255,-0.856,-6.19,6.26
2.40000,0.871,-0.658,-6.34,6.43
2.40000,1.48,-0.511,-6.48,6.67
2.40000,2.09,-0.42,-6.63,6.96
2.40000,2.69,-0.387,-6.77,7.3
2.41000,3.29,-0.406,-6.91,7.66
2.41000,3.86,-0.477,-7.04,8.05
2.41000,4.42,-0.593,-7.17,8.44
2.41000,4.96,-0.746,-7.29,8.85
2.41000,5.48,-0.927,-7.4,9.26
2.42000,5.98,-1.12,-7.51,9.67
2.42000,6.46,-1.32,-7.63,10.1
2.42000,6.92,-1.53,-7.74,10.5
2.42000,7.35,-1.74,-7.85,10.9
2.42000,7.77,-1.94,-7.97,11.3
2.43000,8.16,-2.14,-8.1,11.7
2.43000,8.53,-2.33,-8.23,12.1
2.43000,8.88,-2.51,-8.36,12.5
2.43000,9.22,-2.67,-8.49,12.8
2.44000,9.54,-2.82,-8.63,13.2
2.44000,9.85,-2.95,-8.77,13.5
2.44000,10.1,-3.06,-8.9,13.8
2.44000,10.4,-3.16,-9.04,14.1
2.44000,10.7,-3.25,-9.16,14.4
2.45000,10.9,-3.32,-9.28,14.7
2.45000,11.2,-3.39,-9.4,15
2.45000,11.4,-3.46,-9.5,15.3
2.45000,11.6,-3.52,-9.6,15.5
2.45000,11.9,-3.59,-9.7,15.7
2.46000,12.1,-3.66,-9.78,16
2.46000,12.3,-3.72,-9.86,16.2
2.46000,12.5,-3.79,-9.92,16.4
2.46000,12.6,-3.85,-9.98,16.6
2.47000,12.8,-3.89,-10,16.7
2.47000,13,-3.93,-10.1,16.9
2.47000,13.1,-3.95,-10.1,17
2.47000,13.3,-3.95,-10.1,17.1
2.47000,13.4,-3.94,-10.1,17.2
2.48000,13.5,-3.93,-10.1,17.3
2.48000,13.6,-3.91,-10.1,17.4
2.48000,13.7,-3.89,-10.1,17.5
2.48000,13.8,-3.89,-10.1,17.6
2.48000,13.9,-3.9,-10.1,17.6
2.49000,14,-3.92,-10.1,17.7
2.49000,14,-3.96,-10,17.7
2.49000,14.1,-4.03,-10,17.7
2.49000,14.1,-4.13,-10,17.8
2.49000,14.1,-4.26,-10,17.8
2.50000,14,-4.4,-10,17.8
2.50000,13.9,-4.55,-9.98,17.7
2.50000,13.9,-4.69,-9.96,17.7
2.50000,13.8,-4.82,-9.94,17.6
2.51000,13.7,-4.92,-9.91,17.6
2.51000,13.5,-5.01,-9.89,17.5
2.51000,13.4,-5.06,-9.86,17.4
2.51000,13.3,-5.09,-9.84,17.3
2.51000,13.1,-5.11,-9.82,17.2
2.52000,13,-5.09,-9.81,17
2.52000,12.8,-5.05,-9.8,16.9
2.52000,12.7,-4.98,-9.8,16.8
2.52000,12.6,-4.89,-9.79,16.7
2.52000,12.5,-4.78,-9.79,16.6
2.53000,12.4,-4.67,-9.79,16.5
2.53000,12.3,-4.56,-9.79,16.4
2.53000,12.2,-4.44,-9.79,16.3
2.53000,12.2,-4.32,-9.79,16.2
2.54000,12.2,-4.19,-9.79,16.2
2.54000,12.2,-4.06,-9.78,16.1
2.54000,12.2,-3.92,-9.77,16.1
2.54000,12.2,-3.78,-9.75,16.1
2.54000,12.2,-3.64,-9.73,16.1
2.55000,12.3,-3.51,-9.71,16
2.55000,12.3,-3.38,-9.69,16.1
2.55000,12.4,-3.25,-9.66,16.1
2.55000,12.5,-3.14,-9.62,16.1
2.55000,12.6,-3.02,-9.58,16.1
2.56000,12.6,-2.92,-9.54,16.1
2.56000,12.7,-2.84,-9.48,16.1
2.56000,12.8,-2.78,-9.43,16.1
2.56000,12.9,-2.74,-9.37,16.2
2.56000,12.9,-2.71,-9.31,16.2
2.57000,13,-2.69,-9.24,16.2
2.57000,13.1,-2.67,-9.16,16.2
2.57000,13.2,-2.66,-9.08,16.2
2.57000,13.3,-2.64,-8.98,16.3
2.58000,13.4,-2.61,-8.87,16.3
2.58000,13.5,-2.57,-8.75,16.3
2.58000,13.6,-2.52,-8.61,16.3
2.58000,13.7,-2.46,-8.46,16.3
2.58000,13.7,-2.39,-8.29,16.2
2.59000,13.8,-2.32,-8.11,16.2
2.59000,13.9,-2.24,-7.91,16.1
2.59000,13.9,-2.17,-7.7,16.1
2.59000,14,-2.09,-7.48,16
2.59000,14,-2,-7.24,15.9
2.60000,14.1,-1.89,-6.99,15.8
2.60000,14.1,-1.77,-6.73,15.7
2.60000,14,-1.62,-6.45,15.5
2.60000,14,-1.45,-6.17,15.4
2.61000,13.9,-1.26,-5.86,15.2
2.61000,13.9,-1.04,-5.54,15
2.61000,13.7,-0.806,-5.21,14.7
2.61000,13.6,-0.552,-4.87,14.5
2.61000,13.5,-0.28,-4.53,14.2
2.62000,13.3,0.00428,-4.18,13.9
2.62000,13.1,0.301,-3.83,13.6
2.62000,12.8,0.624,-3.49,13.3
2.62000,12.6,0.979,-3.16,13
2.62000,12.3,1.37,-2.85,12.7
2.63000,12,1.79,-2.56,12.4
